rid,name,cuisine,recipe,category,imageurl,type
11,Margherita Pizza,Itallian,"<div>
    <h1>Margherita Pizza</h1>
    
    <h2>Ingredients</h2>
    <p><strong>For the Dough:</strong></p>
    <ul>
        <li><input type=""checkbox""> 2 cups all-purpose flour</li>
        <li><input type=""checkbox""> 1 tsp salt</li>
        <li><input type=""checkbox""> 1 tsp sugar</li>
        <li><input type=""checkbox""> 1 tsp dry yeast</li>
        <li><input type=""checkbox""> ¾ cup warm water</li>
        <li><input type=""checkbox""> 1 tbsp olive oil</li>
    </ul>

    <p><strong>For the Topping:</strong></p>
    <ul>
        <li><input type=""checkbox""> ½ cup tomato sauce</li>
        <li><input type=""checkbox""> 150 g fresh mozzarella cheese</li>
        <li><input type=""checkbox""> Fresh basil leaves (6–8)</li>
        <li><input type=""checkbox""> 1–2 tbsp olive oil</li>
        <li><input type=""checkbox""> Salt to taste</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li> <span>Prepare the Dough:</span> Mix warm water, sugar, and yeast. Let rest for 10 minutes. Add flour, salt, olive oil and knead until smooth. Let rise for 1–1.5 hours.</li> 
        <li><span>Shape the Base:</span> Preheat oven to 250°C. Punch down dough, roll into a 10-inch circle.</li>
        <li><span>Add the Toppings:</span> Spread tomato sauce, add mozzarella slices, basil leaves, drizzle olive oil.</li>
        <li><span>Bake:</span> Bake for 7–10 minutes until crust is golden and cheese melts.</li>
    </ol>
    
    <p>Enjoy your delicious homemade Margherita Pizza!</p>
</div>
",main course,https://www.acouplecooks.com/wp-content/uploads/2022/10/Margherita-Pizza-093.jpg,veg
12,Spaghetti Carbonara,Itallian,"<div>
    <h1>Spaghetti Carbonara</h1>
    
    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 200g spaghetti</li>
        <li><input type=""checkbox""> 100g pancetta or guanciale (cut into small cubes)</li>
        <li><input type=""checkbox""> 2 large eggs</li>
        <li><input type=""checkbox""> 50g grated Parmesan cheese</li>
        <li><input type=""checkbox""> 2 cloves garlic (optional)</li>
        <li><input type=""checkbox""> Salt and freshly ground black pepper</li>
        <li><input type=""checkbox""> 1 tbsp olive oil</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Cook the Pasta:</span> Bring salted water to a boil. Cook spaghetti until al dente. Reserve ½ cup pasta water before draining.</li>
        <li><span>Prepare the Sauce:</span> In a bowl, whisk eggs with Parmesan cheese and a pinch of black pepper.</li>
        <li><span>Cook Pancetta:</span> Heat olive oil in a pan, add pancetta and cook until crispy. Optionally add garlic for flavor, then remove.</li>
        <li><span>Combine:</span> Add cooked spaghetti to the pan, remove from heat, then add egg mixture. Stir quickly to create a creamy sauce, adding reserved pasta water if needed.</li>
        <li><span>Serve:</span> Plate the pasta and sprinkle extra Parmesan and black pepper on top.</li>
    </ol>

    <p>Enjoy your authentic Spaghetti Carbonara!</p>
</div>
",main course,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiZuXvUPIs4I6w64PeRs1exfx0KO5xStab4w&s,non veg
13,Fettuccine Alfredo,Itallian,"<div>
    <h1>Fettuccine Alfredo</h1>
    
    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 250g fettuccine pasta</li>
        <li><input type=""checkbox""> 1 cup heavy cream</li>
        <li><input type=""checkbox""> ½ cup unsalted butter</li>
        <li><input type=""checkbox""> 1 cup grated Parmesan cheese</li>
        <li><input type=""checkbox""> 2 cloves garlic (optional, minced)</li>
        <li><input type=""checkbox""> Salt and black pepper to taste</li>
        <li><input type=""checkbox""> Fresh parsley (for garnish)</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Cook Pasta:</span> Boil salted water, cook fettuccine until al dente, then drain and set aside.</li>
        <li><span>Make Sauce:</span> In a large pan, melt butter over medium heat. Add garlic (optional) and sauté for 1 minute.</li>
        <li><span>Add Cream:</span> Pour in heavy cream, stir, and simmer for 2–3 minutes.</li>
        <li><span>Add Cheese:</span> Reduce heat and add Parmesan cheese. Stir until smooth and creamy.</li>
        <li><span>Combine:</span> Add cooked fettuccine to the sauce and toss well to coat.</li>
        <li><span>Serve:</span> Garnish with chopped parsley and extra Parmesan. Serve immediately.</li>
    </ol>

    <p><strong>Tip:</strong> For a richer flavor, add a pinch of nutmeg or a splash of white wine while cooking the sauce.</p>

    <p>Enjoy your creamy Fettuccine Alfredo!</p>
</div>

",main course,https://pinchofyum.com/wp-content/uploads/Mushroom-Fettuccine-Recipe.jpg,non veg
14,Risotto alla Milanese,Itallian,"<div>
    <h1>Risotto alla Milanese</h1>
    
    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 1 ½ cups Arborio rice</li>
        <li><input type=""checkbox""> 4 cups beef or chicken stock (kept warm)</li>
        <li><input type=""checkbox""> ½ cup dry white wine</li>
        <li><input type=""checkbox""> 1 small onion (finely chopped)</li>
        <li><input type=""checkbox""> 3 tbsp unsalted butter</li>
        <li><input type=""checkbox""> 2 tbsp olive oil</li>
        <li><input type=""checkbox""> Pinch of saffron threads</li>
        <li><input type=""checkbox""> ½ cup grated Parmesan cheese</li>
        <li><input type=""checkbox""> Salt and pepper to taste</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Prepare Saffron:</span> Soak saffron threads in 2 tbsp warm stock and set aside.</li>
        <li><span>Cook Onion:</span> In a large pan, heat olive oil and 1 tbsp butter. Sauté onion until soft.</li>
        <li><span>Toast Rice:</span> Add Arborio rice and stir for 2 minutes until lightly translucent.</li>
        <li><span>Add Wine:</span> Pour in white wine and stir until absorbed.</li>
        <li><span>Cook Risotto:</span> Add warm stock one ladle at a time, stirring constantly. Allow each addition to absorb before adding more.</li>
        <li><span>Add Saffron:</span> Mix in saffron-infused stock halfway through cooking.</li>
        <li><span>Finish:</span> When rice is creamy and al dente (about 18–20 minutes), stir in remaining butter and Parmesan. Season with salt and pepper.</li>
        <li><span>Serve:</span> Plate immediately and enjoy while warm.</li>
    </ol>

    <p><strong>Tip:</strong> For an extra creamy texture, add a splash of cream at the end, but traditionally it is just butter and Parmesan.</p>

    <p>Enjoy your authentic Risotto alla Milanese!</p>
</div>
",main course,https://www.foodandwine.com/thmb/7k2NvESTb9NXno2_zo8GGakas-I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/FAW-recipes-milanese-risotto-hero-03-e552efcf3d844a37ad25a632447fa12a.jpg,non veg
16,Lasagna al Forno,Itallian,"<div>
    <h1>Lasagna al Forno</h1>
    
    <h2>Ingredients</h2>
    <p><strong>For the Meat Sauce:</strong></p>
    <ul>
        <li><input type=""checkbox""> 500g ground beef (or beef & pork mix)</li>
        <li><input type=""checkbox""> 1 onion, finely chopped</li>
        <li><input type=""checkbox""> 2 cloves garlic, minced</li>
        <li><input type=""checkbox""> 400g canned crushed tomatoes</li>
        <li><input type=""checkbox""> 2 tbsp tomato paste</li>
        <li><input type=""checkbox""> ½ cup red wine (optional)</li>
        <li><input type=""checkbox""> Olive oil for cooking</li>
        <li><input type=""checkbox""> Salt and pepper to taste</li>
        <li><input type=""checkbox""> Fresh basil or oregano (optional)</li>
    </ul>

    <p><strong>For the Béchamel Sauce:</strong></p>
    <ul>
        <li><input type=""checkbox""> 4 tbsp butter</li>
        <li><input type=""checkbox""> 4 tbsp all-purpose flour</li>
        <li><input type=""checkbox""> 4 cups milk (warm)</li>
        <li><input type=""checkbox""> Pinch of nutmeg</li>
        <li><input type=""checkbox""> Salt and pepper to taste</li>
    </ul>

    <p><strong>Other:</strong></p>
    <ul>
        <li><input type=""checkbox""> 12 lasagna sheets (pre-cooked or no-boil)</li>
        <li><input type=""checkbox""> 200g mozzarella cheese (shredded)</li>
        <li><input type=""checkbox""> 100g grated Parmesan cheese</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Prepare Meat Sauce:</span> In a pan, heat olive oil, sauté onion and garlic. Add ground meat and cook until browned. Stir in tomato paste, crushed tomatoes, and wine. Simmer for 20–30 mins. Season with salt, pepper, and herbs.</li>
        <li><span>Make Béchamel Sauce:</span> In a saucepan, melt butter, stir in flour to make a roux. Gradually add warm milk, whisking constantly until smooth and thick. Season with salt, pepper, and a pinch of nutmeg.</li>
        <li><span>Assemble Lasagna:</span> Preheat oven to 180°C (350°F). In a baking dish, layer as follows: meat sauce → lasagna sheets → béchamel → mozzarella. Repeat layers. Finish with béchamel and sprinkle Parmesan on top.</li>
        <li><span>Bake:</span> Cover with foil and bake for 25 mins, then remove foil and bake for another 15 mins until golden and bubbling.</li>
        <li><span>Serve:</span> Let rest for 10 mins before slicing and serving.</li>
    </ol>

    <p><strong>Tip:</strong> For extra flavor, add a splash of cream to the béchamel or use a mix of cheeses (Mozzarella, Parmesan, and Gruyère).</p>

    <p>Enjoy your classic Lasagna al Forno!</p>
</div>
",main course,https://xoxobella.com/wp-content/uploads/2024/03/lasagna_al_forno_featured.jpg,non veg
17,Gnocchi al Pesto,Itallian,"<div>
    <h1>Gnocchi al Pesto</h1>
    
    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 500g potato gnocchi (fresh or store-bought)</li>
        <li><input type=""checkbox""> ½ cup fresh basil pesto</li>
        <li><input type=""checkbox""> 2 tbsp extra-virgin olive oil</li>
        <li><input type=""checkbox""> 2 tbsp grated Parmesan cheese</li>
        <li><input type=""checkbox""> Salt to taste</li>
        <li><input type=""checkbox""> Pine nuts (optional, for garnish)</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Cook Gnocchi:</span> Bring a large pot of salted water to a boil. Add gnocchi and cook until they float to the surface (about 2–3 minutes). Drain and reserve a little cooking water.</li>
        <li><span>Prepare Sauce:</span> In a large bowl or pan, mix pesto with olive oil. Add a splash of gnocchi cooking water to loosen the sauce.</li>
        <li><span>Combine:</span> Toss the hot gnocchi in the pesto sauce until well coated.</li>
        <li><span>Serve:</span> Plate the gnocchi, sprinkle with Parmesan and garnish with pine nuts if desired.</li>
    </ol>

    <p><strong>Tip:</strong> Use homemade pesto for the best flavor. You can also add a few cherry tomatoes for a fresh touch.</p>

    <p>Enjoy your delicious Gnocchi al Pesto!</p>
</div>
",main course,https://qbcucina.com/cdn/shop/articles/img-1713808789633_a37501db-2cb5-404a-9bff-eed4f8c45977_1200x.png?v=1713810591,veg
18,Ossobuco,Itallian,"<div>
    <h1>Ossobuco</h1>
    
    <h2>Ingredients</h2>
    <p><strong>For the Ossobuco:</strong></p>
    <ul>
        <li><input type=""checkbox""> 4 veal shanks (about 2 inches thick)</li>
        <li><input type=""checkbox""> Salt and pepper to taste</li>
        <li><input type=""checkbox""> ½ cup all-purpose flour (for dredging)</li>
        <li><input type=""checkbox""> 3 tbsp olive oil</li>
        <li><input type=""checkbox""> 2 tbsp butter</li>
        <li><input type=""checkbox""> 1 onion, finely chopped</li>
        <li><input type=""checkbox""> 1 carrot, finely chopped</li>
        <li><input type=""checkbox""> 1 celery stalk, finely chopped</li>
        <li><input type=""checkbox""> 2 cloves garlic, minced</li>
        <li><input type=""checkbox""> 1 cup dry white wine</li>
        <li><input type=""checkbox""> 400g canned crushed tomatoes</li>
        <li><input type=""checkbox""> 2 cups beef or veal stock</li>
        <li><input type=""checkbox""> 1 bay leaf</li>
        <li><input type=""checkbox""> Fresh thyme sprigs</li>
    </ul>

    <p><strong>For the Gremolata:</strong></p>
    <ul>
        <li><input type=""checkbox""> 2 tbsp fresh parsley, finely chopped</li>
        <li><input type=""checkbox""> Zest of 1 lemon</li>
        <li><input type=""checkbox""> 1 clove garlic, minced</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li><span>Prepare the Meat:</span> Season veal shanks with salt and pepper, then dredge lightly in flour.</li>
        <li><span>Brown the Shanks:</span> Heat olive oil and butter in a heavy pot. Brown the shanks on all sides, then remove and set aside.</li>
        <li><span>Make the Base:</span> Sauté onion, carrot, celery, and garlic until softened.</li>
        <li><span>Deglaze:</span> Pour in white wine and simmer until reduced by half.</li>
        <li><span>Add Liquids:</span> Stir in tomatoes, stock, bay leaf, and thyme. Return veal shanks to the pot.</li>
        <li><span>Simmer:</span> Cover and cook on low heat for 1.5–2 hours until meat is tender and nearly falling off the bone.</li>
        <li><span>Prepare Gremolata:</span> Mix parsley, lemon zest, and garlic.</li>
        <li><span>Serve:</span> Plate the shanks, spoon over the sauce, and sprinkle gremolata on top.</li>
    </ol>

    <p><strong>Tip:</strong> Serve Ossobuco with Risotto alla Milanese or creamy polenta for a traditional pairing.</p>

    <p>Enjoy your authentic Ossobuco!</p>
</div>
",main course,https://recipecontent.fooby.ch/16315_3-2_1920-1280.jpg,non veg
20,Ravioli di Ricotta e Spinaci,Itallian,"<div>
    <h1>Ravioli di Ricotta e Spinaci</h1>
    <h2>Ingredients:</h2>
    <ul>
        <li><input type=""checkbox"">300g fresh pasta sheets</li>
        <li><input type=""checkbox"">250g ricotta cheese</li>
        <li><input type=""checkbox"">150g fresh spinach</li>
        <li><input type=""checkbox"">50g grated Parmesan cheese</li>
        <li><input type=""checkbox"">1 egg</li>
        <li><input type=""checkbox"">Salt and pepper to taste</li>
        <li><input type=""checkbox"">A pinch of nutmeg</li>
        <li><input type=""checkbox"">Butter and sage for dressing</li>
    </ul>
    
    <h2>Instructions:</h2>
    <ol>
        <li>Cook the spinach in boiling water, drain well, and chop finely.</li>
        <li>Mix spinach with ricotta, Parmesan, egg, salt, pepper, and nutmeg to create the filling.</li>
        <li>Roll out the pasta sheets and cut into small squares.</li>
        <li>Place a teaspoon of filling in the center of each square, fold, and seal edges well.</li>
        <li>Cook ravioli in salted boiling water for 3-4 minutes.</li>
        <li>In a pan, melt butter and add sage leaves, then toss the ravioli in the sauce.</li>
        <li>Serve hot with extra Parmesan cheese on top.</li>
    </ol>
</div>
",main course,https://cookingitalians.com/wp-content/uploads/2024/11/Ravioli-di-Ricotta-e-Spinaci.jpg,non veg
21,Tiramisu,Itallian,"<div>
    <h1>Tiramisu Recipe</h1>
    
    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 6 egg yolks</li>
        <li><input type=""checkbox""> 3/4 cup sugar</li>
        <li><input type=""checkbox""> 2/3 cup milk</li>
        <li><input type=""checkbox""> 1 1/4 cups heavy cream</li>
        <li><input type=""checkbox""> 1/2 teaspoon vanilla extract</li>
        <li><input type=""checkbox""> 8 oz mascarpone cheese</li>
        <li><input type=""checkbox""> 24 ladyfingers</li>
        <li><input type=""checkbox""> 1 cup strong brewed coffee, cooled</li>
        <li><input type=""checkbox""> 1 tablespoon cocoa powder (for dusting)</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li>In a saucepan, whisk together egg yolks and sugar, then whisk in milk. Cook over medium heat until mixture boils. Boil gently for 1 minute, then remove from heat and cool slightly.</li>
        <li>Cover and chill in the refrigerator for 1 hour.</li>
        <li>In a medium bowl, beat cream with vanilla until stiff peaks form.</li>
        <li>Whisk mascarpone into the chilled egg mixture until smooth.</li>
        <li>In a small bowl, combine coffee with 2 tablespoons of rum or liqueur (optional).</li>
        <li>Quickly dip each ladyfinger into the coffee mixture and layer in a 9x13 inch dish.</li>
        <li>Spread half of the mascarpone mixture over the ladyfingers, then half of the whipped cream.</li>
        <li>Repeat layers and finish with whipped cream on top.</li>
        <li>Dust with cocoa powder and refrigerate for at least 4 hours before serving.</li>
    </ol>
</div>
",dessert,https://littlespicejar.com/wp-content/uploads/2019/06/The-Easiest-Eggless-Tiramisu-14-735x1102.jpg,non veg
22,Panettone,Itallian,"<div>
    <h1>Panettone</h1>
    <p><strong>Servings:</strong> 10-12 | <strong>Prep Time:</strong> 4 hrs (including rising) | <strong>Cook Time:</strong> 50 mins</p>

    <h2>Ingredients</h2>
    <ul>
        <li><input type=""checkbox""> 4 cups all-purpose flour</li>
        <li><input type=""checkbox""> ½ cup sugar</li>
        <li><input type=""checkbox""> 1 packet active dry yeast</li>
        <li><input type=""checkbox""> 1 cup warm milk</li>
        <li><input type=""checkbox""> 4 large eggs</li>
        <li><input type=""checkbox""> ½ cup unsalted butter, softened</li>
        <li><input type=""checkbox""> 1 tsp vanilla extract</li>
        <li><input type=""checkbox""> ½ cup candied fruit</li>
        <li><input type=""checkbox""> ½ cup raisins</li>
        <li><input type=""checkbox""> Zest of 1 lemon</li>
        <li><input type=""checkbox""> Pinch of salt</li>
    </ul>

    <h2>Instructions</h2>
    <ol>
        <li>Dissolve yeast in warm milk and let sit for 10 minutes.</li>
        <li>In a large bowl, combine flour, sugar, and salt.</li>
        <li>Add eggs, softened butter, vanilla, and lemon zest. Mix until combined.</li>
        <li>Knead the dough for 10 minutes until smooth and elastic.</li>
        <li>Cover and let rise for 2 hours or until doubled in size.</li>
        <li>Mix in candied fruit and raisins gently.</li>
        <li>Place dough in a greased panettone mold or tall baking tin.</li>
        <li>Let rise for another hour.</li>
        <li>Bake in a preheated oven at 180°C (350°F) for about 45-50 minutes or until golden brown.</li>
        <li>Cool completely before slicing and serving.</li>
    </ol>
</div>
",dessert,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9zz3bqZ5LOZecfeZMv2rlyyCORoNSOTZ-hw&s,non veg
23,"Kung Pao Chicken
 ",Chinese,"<h1>Kung Pao Chicken</h1>
<p>Kung Pao Chicken is a classic Chinese stir-fry dish made with diced chicken, peanuts, vegetables, and chili peppers in a flavorful sweet, savory, and spicy sauce.</p>

<div>
<h2>Ingredients</h2>
<h3>For Chicken Marinade</h3>
<ul>
<li>500g boneless chicken breast or thigh, diced</li>
<li>1 tbsp soy sauce</li>
<li>1 tsp cornstarch</li>
<li>1 tsp rice wine or sherry</li>
</ul>


<h3>For Sauce</h3>
<ul>
<li>2 tbsp soy sauce</li>
<li>1 tbsp dark soy sauce</li>
<li>1 tbsp rice vinegar</li>
<li>1 tbsp hoisin sauce</li>
<li>1 tbsp sugar</li>
<li>1 tsp cornstarch</li>
<li>1/4 cup chicken broth or water</li>
</ul>


<h3>Other Ingredients</h3>
<ul>
<li>2 tbsp vegetable oil</li>
<li>6–8 dried red chilies</li>
<li>2 garlic cloves, minced</li>
<li>1-inch ginger, minced</li>
<li>1/2 cup roasted peanuts</li>
<li>1/2 red bell pepper, diced</li>
<li>1/2 green bell pepper, diced</li>
<li>3–4 spring onions, chopped</li>
</ul>
</div>


<div>
<h2>Instructions</h2>
<ol>
<li><strong>Marinate Chicken:</strong> Mix diced chicken with soy sauce, cornstarch, and rice wine. Set aside for 15–20 minutes.</li>
<li><strong>Prepare Sauce:</strong> In a bowl, whisk soy sauces, vinegar, hoisin, sugar, cornstarch, and chicken broth.</li>
<li><strong>Stir-fry:</strong> Heat oil in a wok. Add dried chilies and stir-fry until fragrant. Add garlic and ginger, then chicken. Cook until chicken turns golden.</li>
<li><strong>Add Veggies:</strong> Toss in bell peppers and stir-fry for 2–3 minutes.</li>
<li><strong>Combine:</strong> Pour in the sauce and cook until it thickens and coats the chicken. Add peanuts and spring onions. Mix well.</li>
<li><strong>Serve:</strong> Serve hot with steamed rice or noodles.</li>
</ol>
</div>
",main course,https://www.kitchensanctuary.com/wp-content/uploads/2019/10/Kung-Pao-Chicken-square-FS-39-new-500x500.jpg,non veg
24,"Sweet and Sour Pork
 ",Chinese,"<h1>Sweet and Sour Pork</h1>
<p>Sweet and Sour Pork is a popular Chinese dish featuring crispy fried pork tossed in a tangy, sweet, and savory sauce with colorful vegetables.</p>


<div>
<h2>Ingredients</h2>
<h3>For Pork</h3>
<ul>
<li>500g pork shoulder or tenderloin, cut into bite-sized cubes</li>
<li>1 tbsp soy sauce</li>
<li>1 tbsp rice wine or sherry</li>
<li>1 egg</li>
<li>1/2 cup cornstarch (for coating)</li>
<li>Oil for deep frying</li>
</ul>


<h3>For Sauce</h3>
<ul>
<li>3 tbsp ketchup</li>
<li>2 tbsp rice vinegar</li>
<li>2 tbsp sugar</li>
<li>1 tbsp soy sauce</li>
<li>1/2 cup pineapple juice (from canned pineapple)</li>
<li>1 tsp cornstarch mixed with 2 tbsp water (slurry)</li>
</ul>


<h3>Other Ingredients</h3>
<ul>
<li>1 red bell pepper, diced</li>
<li>1 green bell pepper, diced</li>
<li>1 onion, cut into chunks</li>
<li>1/2 cup pineapple chunks</li>
</ul>
</div>


<div>
<h2>Instructions</h2>
<ol>
<li><strong>Marinate Pork:</strong> Mix pork cubes with soy sauce, rice wine, and egg. Coat with cornstarch evenly.</li>
<li><strong>Fry Pork:</strong> Heat oil and deep fry pork pieces until golden and crispy. Drain excess oil on paper towels.</li>
<li><strong>Prepare Sauce:</strong> In a pan, combine ketchup, vinegar, sugar, soy sauce, and pineapple juice. Bring to a boil, then add cornstarch slurry to thicken.</li>
<li><strong>Cook Vegetables:</strong> Stir-fry bell peppers, onion, and pineapple chunks briefly for crunch.</li>
<li><strong>Combine:</strong> Add fried pork to the pan, pour over the sauce, and toss everything until well coated.</li>
<li><strong>Serve:</strong> Serve hot with steamed rice.</li>
</ol>
</div>
",main course,https://noshingwiththenolands.com/wp-content/uploads/2021/02/Sweet-and-Sour-Pork-Close-up-1200-x-1200.jpg,non veg
25,"Mapo Tofu
 ",Chinese,"<h1>Mapo Tofu</h1>
<p>Mapo Tofu is a famous Sichuan dish made with soft tofu, ground pork or beef, fermented bean paste, and Sichuan peppercorns for a spicy, numbing flavor.</p>


<div>
<h2>Ingredients</h2>
<ul>
<li>400g soft tofu, cubed</li>
<li>200g ground pork or beef</li>
<li>2 tbsp doubanjiang (fermented chili bean paste)</li>
<li>1 tbsp douchi (fermented black beans), optional</li>
<li>2 garlic cloves, minced</li>
<li>1-inch ginger, minced</li>
<li>2 spring onions, chopped</li>
<li>1 cup chicken broth or water</li>
<li>1 tbsp soy sauce</li>
<li>1 tsp sugar</li>
<li>1 tbsp cornstarch mixed with 2 tbsp water</li>
<li>1 tbsp Sichuan peppercorns, toasted & ground</li>
<li>2 tbsp vegetable oil</li>
</ul>
</div>


<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Tofu:</strong> Blanch tofu cubes in hot salted water for 2–3 minutes to firm them up. Drain and set aside.</li>
<li><strong>Cook Meat:</strong> Heat oil in a wok, add ground pork/beef, and stir-fry until browned.</li>
<li><strong>Add Aromatics:</strong> Stir in garlic, ginger, and doubanjiang (plus douchi if using). Cook until fragrant.</li>
<li><strong>Sauce:</strong> Add chicken broth, soy sauce, and sugar. Bring to a simmer.</li>
<li><strong>Tofu:</strong> Gently slide in tofu cubes. Simmer for 5 minutes, allowing flavors to infuse.</li>
<li><strong>Thicken:</strong> Stir in cornstarch slurry and cook until the sauce thickens slightly.</li>
<li><strong>Finish:</strong> Sprinkle ground Sichuan peppercorns and chopped spring onions on top before serving.</li>
</ol>
</div>
",main course,https://www.seriouseats.com/thmb/CaR7btHrJgEO3OKZD1Z_795VmII=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__2011__07__2021-02-12-Mapo-Tofu-MHOM-10-804db1211f1d47dbae505341d1e7b994.jpg,veg
26,"Dumplings
 ",Chinese,"<h1>Dumplings</h1>
<p>Har Gow is a classic Cantonese dim sum starter — translucent dumplings filled with juicy shrimp and wrapped in a delicate, chewy skin.</p>


<div>
<h2>Ingredients</h2>
<h3>For the Filling</h3>
<ul>
<li>250g shrimp, peeled and deveined</li>
<li>1 tbsp bamboo shoots or water chestnuts, finely chopped</li>
<li>1 tsp soy sauce</li>
<li>1 tsp sesame oil</li>
<li>1/2 tsp sugar</li>
<li>1/4 tsp white pepper</li>
<li>1 tsp cornstarch</li>
</ul>


<h3>For the Dumpling Dough</h3>
<ul>
<li>1 cup wheat starch</li>
<li>1/2 cup tapioca starch</li>
<li>3/4 cup boiling water</li>
<li>1 tbsp vegetable oil</li>
</ul>
</div>


<div>
<h2>Instructions</h2>
<ol>
<li><strong>Prepare Filling:</strong> Chop shrimp into small pieces, mix with bamboo shoots, soy sauce, sesame oil, sugar, pepper, and cornstarch. Set aside.</li>
<li><strong>Make Dough:</strong> In a bowl, combine wheat starch and tapioca starch. Pour in boiling water, stirring quickly. Add oil and knead into a smooth dough.</li>
<li><strong>Shape Wrappers:</strong> Roll dough into a log, cut into small pieces, and flatten each into thin round wrappers.</li>
<li><strong>Assemble Dumplings:</strong> Place a spoonful of filling in the center of each wrapper. Fold and pleat to seal.</li>
<li><strong>Steam:</strong> Place dumplings on parchment in a bamboo steamer. Steam over boiling water for 6–8 minutes until translucent and cooked.</li>
<li><strong>Serve:</strong> Serve hot with soy sauce or chili oil.</li>
</ol>
</div>
",starter,https://images.eatsmarter.com/sites/default/files/styles/max_size/public/steamed-dim-sum-493553.jpg,non veg
27,"Chow Mein
 ",Chinese,"<h1>Chow Mein</h1>
<p>Chow Mein is a popular Chinese stir-fried noodle dish with vegetables, soy sauce, and optional meat or tofu, known for its savory flavor and quick cooking style.</p>
<div>
<h2>Ingredients</h2>
<ul>
<li>200g egg noodles (or wheat noodles)</li>
<li>2 tbsp vegetable oil</li>
<li>2 garlic cloves, minced</li>
<li>1 onion, sliced</li>
<li>1 carrot, julienned</li>
<li>1 bell pepper, sliced</li>
<li>1 cup cabbage, shredded</li>
<li>2 spring onions, chopped</li>
<li>100g chicken, beef, shrimp, or tofu (optional)</li>
</ul>
<h3>Sauce</h3>
<ul>
<li>2 tbsp soy sauce</li>
<li>1 tbsp oyster sauce (optional)</li>
<li>1 tbsp hoisin sauce</li>
<li>1 tsp sesame oil</li>
<li>1/2 tsp sugar</li>
<li>1/4 cup chicken broth or water</li>
</ul>
</div>
<div>
<h2>Instructions</h2>
<ol>
<li><strong>Cook Noodles:</strong> Boil noodles according to package instructions, drain, and set aside.</li>
<li><strong>Prepare Sauce:</strong> In a small bowl, whisk together soy sauce, oyster sauce, hoisin sauce, sesame oil, sugar, and broth.</li>
<li><strong>Stir-fry Protein:</strong> Heat oil in a wok, cook chicken/shrimp/tofu until done. Remove and set aside.</li>
<li><strong>Cook Vegetables:</strong> In the same wok, stir-fry garlic, onion, carrot, bell pepper, and cabbage for 2–3 minutes.</li>
<li><strong>Combine:</strong> Add cooked noodles, protein, and sauce. Toss everything together over high heat until well coated.</li>
<li><strong>Serve:</strong> Garnish with chopped spring onions and serve hot.</li>
</ol>
</div>
",main course,https://i.ytimg.com/vi/gbygXUDbf2Q/hq720.jpg?sqp=-oaymwEhCK4FEIIDSFryq4qpAxMIARUAAAAAGAElAADIQj0AgKJD&rs=AOn4CLCCbRvjuTJjSuiR5OSYJuE9AKfsDg,non veg
